Cluster_size,Cluster_count,cell_type,growth_rate_H,growth_rate_I,growth_rate_C,seed,alpha,conditional_entropy,fractal_dimension
1.0,49.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
2.0,6.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
3.0,3.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
4.0,4.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
6.0,1.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
7.0,2.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
8.0,1.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
10.0,1.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
18.0,1.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
30.0,1.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
34.0,1.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
42.0,1.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
73.0,1.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
115.0,1.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
122.0,1.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
234.0,1.0,2.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
1.0,24.0,3.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
2.0,6.0,3.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
3.0,2.0,3.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
11.0,1.0,3.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
38.0,1.0,3.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
90.0,1.0,3.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
222.0,1.0,3.0,0.01,0.003,0.00148,4,2.125,22.441756105860097,2.091743351420172
1.0,88.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
2.0,11.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
3.0,5.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
4.0,3.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
5.0,1.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
8.0,1.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
11.0,1.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
45.0,1.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
88.0,1.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
99.0,1.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
264.0,1.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
1915.0,1.0,1.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
1.0,63.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
2.0,3.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
3.0,2.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
4.0,2.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
5.0,2.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
7.0,1.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
10.0,1.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
16.0,1.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
17.0,1.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
20.0,1.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
44.0,1.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
48.0,1.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
119.0,1.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
121.0,1.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
297.0,1.0,2.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
1.0,20.0,3.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
4.0,3.0,3.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
8.0,1.0,3.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
38.0,1.0,3.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
39.0,1.0,3.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
62.0,1.0,3.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
224.0,1.0,3.0,0.01,0.003,0.00148,4,2.25,23.12666174019155,2.0828249156458627
1.0,86.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
2.0,20.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
3.0,9.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
4.0,4.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
6.0,2.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
9.0,1.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
12.0,1.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
16.0,1.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
32.0,1.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
60.0,1.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
99.0,1.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
103.0,1.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
195.0,1.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
259.0,1.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
1589.0,1.0,1.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
1.0,71.0,2.0,0.01,0.003,0.00148,4,2.375,26.002200397883314,2.06510432616257
