Cluster_size,Cluster_count,cell_type,alpha,grid_size,growth_rate_C,fractal_dim,condi_entropy,autocorr
723.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
774.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
841.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
1009.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
1301.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
1355.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
1460.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
1485.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
2237.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
2386.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
2579.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
2620.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
2895.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
3206.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
3348.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
3485.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
4128.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
4250.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
5235.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
6258.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
6518.0,1.0,1.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
1.0,245.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
2.0,36.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
3.0,9.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
4.0,5.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
5.0,3.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
6.0,3.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
7.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
8.0,2.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
10.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
11.0,2.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
14.0,3.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
22.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
24.0,2.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
28.0,2.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
29.0,2.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
34.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
35.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
36.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
37.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
38.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
42.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
45.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
49.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
55.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
57.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
61.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
68.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
80.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
107.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
114.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
123.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
128.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
131.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
144.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
153.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
174.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
180.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
210.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
216.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
248.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
324.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
461.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
518.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
548.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
703.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
988.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
1215.0,1.0,2.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
1.0,160.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
2.0,24.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
3.0,4.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
4.0,6.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
5.0,6.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
6.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
8.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
10.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
11.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
13.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
17.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
23.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
28.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
31.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
32.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
34.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
42.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
48.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
50.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
52.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
53.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
60.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
61.0,3.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
62.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
63.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
64.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
67.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
70.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
72.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
73.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
75.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
76.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
78.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
79.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
80.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
81.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
88.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
93.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
95.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
107.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
109.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
124.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
129.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
135.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
136.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
139.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
143.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
148.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
150.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
152.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
157.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
160.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
161.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
172.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
176.0,2.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
184.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
186.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
187.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
194.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
200.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
204.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
206.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
207.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
219.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
225.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
254.0,1.0,3.0,1.0,400,0.001,1.5683282422249767,14.351178047347673,0.20181528393011486
1.0,6.0,1.0,1.25,30,0.001,1.321928094887362,12.53952667462368,0.2401637273232604
411.0,1.0,1.0,1.25,30,0.001,1.321928094887362,12.53952667462368,0.2401637273232604
1.0,4.0,2.0,1.25,30,0.001,1.321928094887362,12.53952667462368,0.2401637273232604
50.0,1.0,2.0,1.25,30,0.001,1.321928094887362,12.53952667462368,0.2401637273232604
3.0,1.0,3.0,1.25,30,0.001,1.321928094887362,12.53952667462368,0.2401637273232604
1.0,14.0,1.0,1.25,40,0.001,0.9457637380991765,12.932801704132,0.21424082846402323
2.0,6.0,1.0,1.25,40,0.001,0.9457637380991765,12.932801704132,0.21424082846402323
641.0,1.0,1.0,1.25,40,0.001,0.9457637380991765,12.932801704132,0.21424082846402323
1.0,1.0,2.0,1.25,40,0.001,0.9457637380991765,12.932801704132,0.21424082846402323
7.0,1.0,2.0,1.25,40,0.001,0.9457637380991765,12.932801704132,0.21424082846402323
96.0,1.0,2.0,1.25,40,0.001,0.9457637380991765,12.932801704132,0.21424082846402323
53.0,1.0,3.0,1.25,40,0.001,0.9457637380991765,12.932801704132,0.21424082846402323
1.0,9.0,1.0,1.25,50,0.001,1.1466458885531277,13.574705557089436,0.20863203890778154
2.0,5.0,1.0,1.25,50,0.001,1.1466458885531277,13.574705557089436,0.20863203890778154
998.0,1.0,1.0,1.25,50,0.001,1.1466458885531277,13.574705557089436,0.20863203890778154
1.0,3.0,2.0,1.25,50,0.001,1.1466458885531277,13.574705557089436,0.20863203890778154
10.0,1.0,2.0,1.25,50,0.001,1.1466458885531277,13.574705557089436,0.20863203890778154
38.0,1.0,2.0,1.25,50,0.001,1.1466458885531277,13.574705557089436,0.20863203890778154
103.0,1.0,2.0,1.25,50,0.001,1.1466458885531277,13.574705557089436,0.20863203890778154
103.0,1.0,3.0,1.25,50,0.001,1.1466458885531277,13.574705557089436,0.20863203890778154
1.0,17.0,1.0,1.25,60,0.001,1.1901798808494561,13.195417374542114,0.20675139306688772
1450.0,1.0,1.0,1.25,60,0.001,1.1901798808494561,13.195417374542114,0.20675139306688772
1.0,5.0,2.0,1.25,60,0.001,1.1901798808494561,13.195417374542114,0.20675139306688772
4.0,1.0,2.0,1.25,60,0.001,1.1901798808494561,13.195417374542114,0.20675139306688772
195.0,1.0,2.0,1.25,60,0.001,1.1901798808494561,13.195417374542114,0.20675139306688772
153.0,1.0,3.0,1.25,60,0.001,1.1901798808494561,13.195417374542114,0.20675139306688772
1.0,24.0,1.0,1.25,70,0.001,1.088419475162587,12.673365954747128,0.2062433514463767
2.0,2.0,1.0,1.25,70,0.001,1.088419475162587,12.673365954747128,0.2062433514463767
1989.0,1.0,1.0,1.25,70,0.001,1.088419475162587,12.673365954747128,0.2062433514463767
1.0,10.0,2.0,1.25,70,0.001,1.088419475162587,12.673365954747128,0.2062433514463767
2.0,4.0,2.0,1.25,70,0.001,1.088419475162587,12.673365954747128,0.2062433514463767
30.0,1.0,2.0,1.25,70,0.001,1.088419475162587,12.673365954747128,0.2062433514463767
82.0,1.0,2.0,1.25,70,0.001,1.088419475162587,12.673365954747128,0.2062433514463767
124.0,1.0,2.0,1.25,70,0.001,1.088419475162587,12.673365954747128,0.2062433514463767
203.0,1.0,3.0,1.25,70,0.001,1.088419475162587,12.673365954747128,0.2062433514463767
1.0,26.0,1.0,1.25,80,0.001,1.1298094398076575,12.586242390701052,0.2036588497789367
2.0,3.0,1.0,1.25,80,0.001,1.1298094398076575,12.586242390701052,0.2036588497789367
2585.0,1.0,1.0,1.25,80,0.001,1.1298094398076575,12.586242390701052,0.2036588497789367
1.0,5.0,2.0,1.25,80,0.001,1.1298094398076575,12.586242390701052,0.2036588497789367
301.0,1.0,2.0,1.25,80,0.001,1.1298094398076575,12.586242390701052,0.2036588497789367
2.0,1.0,3.0,1.25,80,0.001,1.1298094398076575,12.586242390701052,0.2036588497789367
59.0,1.0,3.0,1.25,80,0.001,1.1298094398076575,12.586242390701052,0.2036588497789367
