Cluster_size,Cluster_count,cell_type,growth_rate_H,growth_rate_I,growth_rate_C,seed,alpha,conditional_entropy,fractal_dimension
1.0,12.0,1.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
2.0,3.0,1.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
2338.0,1.0,1.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
1.0,13.0,2.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
2.0,1.0,2.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
4.0,2.0,2.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
11.0,1.0,2.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
51.0,1.0,2.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
63.0,1.0,2.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
288.0,1.0,2.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
305.0,1.0,2.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
153.0,1.0,3.0,0.01,0.003,0.0007,4,1.0,10.728504894529578,2.1208645293602304
1.0,22.0,1.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
2.0,3.0,1.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
2478.0,1.0,1.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
1.0,11.0,2.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
4.0,1.0,2.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
14.0,1.0,2.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
56.0,1.0,2.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
57.0,1.0,2.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
70.0,1.0,2.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
91.0,1.0,2.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
215.0,1.0,2.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
240.0,1.0,2.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
153.0,1.0,3.0,0.01,0.003,0.0007,4,1.125,11.46270883928985,2.134675597975893
1.0,24.0,1.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
2.0,3.0,1.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
3.0,1.0,1.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
2452.0,1.0,1.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
1.0,15.0,2.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
4.0,1.0,2.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
42.0,1.0,2.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
57.0,1.0,2.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
102.0,1.0,2.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
112.0,1.0,2.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
185.0,1.0,2.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
251.0,1.0,2.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
153.0,1.0,3.0,0.01,0.003,0.0007,4,1.25,11.796630006795056,2.1353174622150055
1.0,21.0,1.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
2.0,5.0,1.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
2485.0,1.0,1.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
1.0,14.0,2.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
2.0,3.0,2.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
4.0,1.0,2.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
5.0,1.0,2.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
41.0,1.0,2.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
62.0,1.0,2.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
80.0,1.0,2.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
101.0,1.0,2.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
152.0,1.0,2.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
310.0,1.0,2.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
153.0,1.0,3.0,0.01,0.003,0.0007,4,1.375,11.941457426042783,2.1371816456606547
1.0,31.0,1.0,0.01,0.003,0.0007,4,1.5,13.248753345439452,2.137277358645964
2.0,4.0,1.0,0.01,0.003,0.0007,4,1.5,13.248753345439452,2.137277358645964
3.0,2.0,1.0,0.01,0.003,0.0007,4,1.5,13.248753345439452,2.137277358645964
5.0,1.0,1.0,0.01,0.003,0.0007,4,1.5,13.248753345439452,2.137277358645964
2456.0,1.0,1.0,0.01,0.003,0.0007,4,1.5,13.248753345439452,2.137277358645964
1.0,15.0,2.0,0.01,0.003,0.0007,4,1.5,13.248753345439452,2.137277358645964
